date,keywords,headline,source,doc_type,web_url,news_desk,section,snippet,lead_paragraph
2009-09-25T00:00:00Z,Group of Twenty; Demonstrations and Riots; Pittsburgh (Pa); Summit Conferences,Protesters Are Met by Tear Gas at G-20 Conference,The New York Times,article,http://www.nytimes.com/2009/09/25/us/25pittsburgh.html,National,U.S.,At least a dozen people were arrested as demonstrators clashed with the police before the opening of the G-20 summit in Pittsburgh.,At least a dozen people were arrested as demonstrators clashed with the police before the opening of the G-20 summit in Pittsburgh.
2009-09-25T00:00:00Z,PITTSBURGH (PA); GROUP OF TWENTY; GROUP OF 20; SUMMIT CONFERENCES; SECURITY AND WARNING SYSTEMS; ECONOMIC CONDITIONS AND TRENDS; DEMONSTRATIONS AND RIOTS; TEAR GAS,Protesters at G-20 Meeting Are Greeted by Tear Gas,The New York Times,article,http://www.nytimes.com/2009/09/25/us/25pittsburgh.html,Foreign Desk,World,At least a dozen people were arrested as demonstrators clashed with the police before the opening of the G-20 summit in Pittsburgh.,"As the two-day Group of 20 meeting brought leaders of the world's industrialized nations here Thursday, the police were out in force, patrolling on bicycles, foot and horseback, by river and by air. In the afternoon, protesters trying to march toward the convention center where the gathering is being held encountered roaming squads of police officers carrying plastic shields and batons. The police fired a sound cannon that emitted shrill beeps, causing demonstrators to cover their ears and back up, then threw tear gas canisters that released clouds of white smoke and stun grenades that exploded with sharp flashes of light."
2009-09-28T00:00:00Z,Jerusalem (Israel); Palestinians,Palestinians and Israelis Clash at Jerusalem Holy Site,The New York Times,article,http://www.nytimes.com/2009/09/28/world/middleeast/28jerusalem.html,Foreign,World,"Palestinians and Israeli police fought after Muslim worshippers threw stones at a group of foreign tourists, apparently mistaking them for Jewish activists.","Palestinians and Israeli police fought after Muslim worshippers threw stones at a group of foreign tourists, apparently mistaking them for Jewish activists."
2009-09-29T00:00:00Z,Guinea; Defense and Military Forces; Politics and Government; Deaths (Fatalities),Troops in Guinea Said to Fire on Pro-Democracy Protesters,The New York Times,article,http://www.nytimes.com/2009/09/29/world/africa/29guinea.html,Foreign,World,Security forces opened fire as thousands turned out to protest the military junta leader’s plans to run in presidential elections next January.,Security forces opened fire as thousands turned out to protest the military junta leader’s plans to run in presidential elections next January.
2009-10-03T00:00:00Z,"Guinea; Camara, Moussa Dadis; Coups D'Etat and Attempted Coups D'Etat; Defense and Military Forces; Civil War and Guerrilla Warfare; Demonstrations and Riots",Guinea Seethes as a Captain Rules at Gunpoint,The New York Times,article,http://www.nytimes.com/2009/10/03/world/africa/03guinea.html,Foreign,World,"Capt. Moussa Dadis Camara gave some people hope when he seized power in December, but that optimism is gone.","Capt. Moussa Dadis Camara gave some people hope when he seized power in December, but that optimism is gone."
2009-10-05T00:00:00Z,Text Messaging; Demonstrations and Riots; Pittsburgh (Pa); Group of Twenty,Arrest Puts Focus on Protesters’ Texting,The New York Times,article,http://www.nytimes.com/2009/10/05/nyregion/05txt.html,Metro,N.Y. / Region,"A Queens man, Elliot Madison, is charged with helping protesters at the Group of 20 meeting evade police.","A Queens man, Elliot Madison, is charged with helping protesters at the Group of 20 meeting evade police."
2009-10-06T00:00:00Z,"Honduras; Freedom and Human Rights; Police Brutality and Misconduct; Coups D'Etat and Attempted Coups D'Etat; Zelaya Rosales, Jose Manuel; Micheletti, Roberto",Honduran Security Forces Accused of Abuse,The New York Times,article,http://www.nytimes.com/2009/10/06/world/americas/06honduras.html,Foreign,World,"The number of human rights violations and their intensity has increased since the ousted president secretly returned two weeks ago, rights groups say.","The number of human rights violations and their intensity has increased since the ousted president secretly returned two weeks ago, rights groups say."
2009-10-08T00:00:00Z,"Movies; Audiard, Jacques; Prisons and Prisoners; France",A New Film Focuses France on the ‘Disgrace’ of Its Overcrowded Prisons,The New York Times,article,http://www.nytimes.com/2009/10/08/movies/08abroad.html,Culture,Movies,"“Un Prophète,” a film about prison conditions in France, has stirred debate about this perennial problem.","“Un Prophète,” a film about prison conditions in France, has stirred debate about this perennial problem."
2009-10-16T17:00:55Z,News,"Pictures of the Day: Friday, Oct. 16",The New York Times,blogpost,http://lens.blogs.nytimes.com/2009/10/16/pictures-84/,None,Multimedia,"Lines traced across the sky in the Middle East usually depict rocket fire, or at least the path of flying tear-gas canisters. This picture is different.","Lines traced across the sky in the Middle East usually depict rocket fire, or at least the path of flying tear-gas canisters. But this picture by Hatem Moussa of The Associated Press shows what looks like twisted rebar that a Palestinian man is trying to salvage. The spiderlike tracery looks just as unsettling."
2009-10-20T00:00:00Z,"Unruh, Howard; Murders and Attempted Murders; Deaths (Obituaries); Camden (NJ)","Howard Unruh, 88, Dies; Killed 13 of His Neighbors in Camden in 1949",The New York Times,article,http://www.nytimes.com/2009/10/20/nyregion/20unruh.html,Metro,N.Y. / Region,Mr. Unruh carried out one of America’s most infamous mass shootings during a morning stroll; he was found to have paranoid schizophrenia and never stood trial.,Mr. Unruh carried out one of America’s most infamous mass shootings during a morning stroll; he was found to have paranoid schizophrenia and never stood trial.
2009-10-21T00:00:00Z,Algeria; Demonstrations and Riots,Unrest in Algeria for Second Day,The New York Times,article,http://www.nytimes.com/2009/10/21/world/africa/21algeria.html,Foreign,World,About 100 protesters threw stones and gasoline bombs at the police in Algeria’s capital in clashes fueled by unrest over unemployment and housing shortages.,About 100 protesters threw stones and gasoline bombs at the police in Algeria’s capital in clashes fueled by unrest over unemployment and housing shortages.
2009-10-21T00:00:00Z,"Iran; Political Prisoners; Columbia University; Open Society Institute; Demonstrations and Riots; Ahmadinejad, Mahmoud; Karroubi, Mehdi",Scholar Who Was Held After Disputed Iranian Election Is Given at Least 12 Years,The New York Times,article,http://www.nytimes.com/2009/10/21/world/middleeast/21iran.html,Foreign,World,"Kian Tajbaksh, a sociologist and urban planner with a doctorate from Columbia University, was charged with acting against national security.","Kian Tajbaksh, a sociologist and urban planner with a doctorate from Columbia University, was charged with acting against national security."
2009-10-21T00:00:00Z,"TAJBAKSH, KIAN; KARROUBI, MEHDI; AHMADINEJAD, MAHMOUD; IRAN; OPEN SOCIETY INSTITUTE; COLUMBIA UNIVERSITY; UNITED STATES INTERNATIONAL RELATIONS; IRANIAN-AMERICANS; POLITICAL PRISONERS; SENTENCES (CRIMINAL); ELECTIONS; DEMONSTRATIONS AND RIOTS; FREEDOM AND HUMAN RIGHTS",Scholar Who Was Held After Disputed Iranian Election Is Given at Least 12 Years,The New York Times,article,http://www.nytimes.com/2009/10/21/world/middleeast/21iran.html,Foreign Desk,World; Washington,"Kian Tajbaksh, a sociologist and urban planner with a doctorate from Columbia University, was charged with acting against national security.","An Iranian-American scholar who was jailed during the protests following Iran's disputed presidential election has been sentenced to at least 12 years on charges of acting against national security, Iranian state media reported Tuesday. Kian Tajbaksh, a sociologist and urban planner with a doctorate from Columbia, was arrested July 9 and testified during a mass trial of opposition supporters in August."
2009-10-22T00:00:00Z,Newspapers; Los Angeles Times; Deaths (Obituaries),"Jack Nelson, Journalist, Dies at 80",The New York Times,article,http://www.nytimes.com/2009/10/22/business/media/22nelson.html,Obits,Business Day,The former Pulitzer Prize-winning reporter and Washington bureau chief for The Los Angeles Times covered the civil rights movement and Watergate.,The former Pulitzer Prize-winning reporter and Washington bureau chief for The Los Angeles Times covered the civil rights movement and Watergate.
2009-10-26T00:00:00Z,Soccer; Chelsea Football Club; Manchester United; Swine Influenza,"Liverpool, Back to Wall, Lashes Out at United, 2-0",International Herald Tribune,article,http://www.nytimes.com/2009/10/26/sports/soccer/26iht-CUP.html,Sports,Sports,The historical tribal rivalry between two clubs whose fans demand that they are top dog in industrial north of England now gets into the blood of players bought from all across the world.,The historical tribal rivalry between two clubs whose fans demand that they are top dog in industrial north of England now gets into the blood of players bought from all across the world.
